genres,app_name,date,price,item_id
"['Action', 'Indie']",Mecha Ritz: Steel Rondo OST,2016,4.99,470870
"['Simulation', 'Sports']",Football Manager Touch 2017 - Design a Son,2016,3.99,489844
"['Indie', 'Simulation']",Gridworld,2015,0.99,396890
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Roadclub: League Racing,2017,5.99,437730
"['Action', 'Casual', 'Indie']",Retro Space Shooter,2017,0.99,735840
"['Action', 'Indie']",Kings of Kung Fu,2015,9.99,316930
"['Action', 'Adventure', 'Casual', 'Indie']",Bad ass babes,2016,9.99,529000
"['Adventure', 'Indie', 'RPG', 'Strategy']",Dungeon of the Endless™,2014,11.99,249050
"['Action', 'Adventure', 'Indie']",Cloudbase Prime,2017,9.99,511250
"['Action', 'Adventure', 'Indie']",HeartZ: Co-Hope Puzzles,2016,9.99,347330
"['Action', 'Indie']",Skyhook,2016,4.99,361350
"['Action', 'Indie']",Last Horizon,2015,4.99,394220
['Action'],DEAD OR ALIVE 5 Last Round: Core Fighters Character: Sarah,2016,3.99,531158
"['Action', 'RPG', 'Simulation', 'Strategy']",Starpoint Gemini Warlords: Deadly Dozen,2017,4.99,649280
"['Indie', 'Simulation', 'Sports', 'Strategy']",Pro Strategy Football 2018,2017,19.99,765560
"['Action', 'Strategy']",Battle of Empires : 1914-1918 - MP Pack 2,2015,2.99,364020
['Simulation'],The Sims™ 3,2009,19.99,47890
['Action'],SW4-II - Old Costumes Set,2015,6.99,378470
['Strategy'],Cthulhu Realms,2016,4.99,485000
['Design &amp; Illustration'],Virtual Battlemap DLC - Landscapes Pack,2016,14.99,497520
"['Adventure', 'Indie']",Corinne Cross's Dead & Breakfast,2016,4.99,473920
"['Casual', 'Indie']",aMAZE Double,2017,0.99,736840
"['Adventure', 'Casual', 'Indie']",Paws Soundtrack,2016,2.99,449950
['Simulation'],FSX Steam Edition: US Cities X: Los Angeles Add-On,2016,18.99,536540
"['Adventure', 'Indie', 'Simulation']",Cognizant Protocol,2017,2.99,664440
['Simulation'],FSX Steam Edition: Toposim US Northeast Add-On,2017,14.99,556225
"['Simulation', 'Strategy', 'Early Access']",Logos,2017,9.99,684040
"['RPG', 'Strategy']",Histy's Emergency Aid Plan Pack / いーすんからの救済用仕様書パック,2015,0.99,389150
"['RPG', 'Strategy']",Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY,2015,29.99,353270
['Action'],Dead Rising 4 - Super Ultra Dead Rising 4 Mini Golf,2017,9.99,593055
['RPG'],"BLUE REFLECTION - Summer Clothes Set D (Sanae, Ako, Yuri)",2017,5.99,688251
"['Casual', 'Indie']",TIMEframe Soundtrack,2015,3.99,377170
"['Action', 'Indie', 'RPG']",Zombasite,2016,19.99,408960
['Simulation'],Train Simulator: BR Standard Class 6 ‘Clan Class’ Steam Loco Add-On,2017,19.99,500241
"['Action', 'Indie']",Iron Crypticle,2017,9.99,548680
"['Indie', 'Simulation', 'Strategy']",Wisdom of War,2017,7.99,649300
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Cinematic Drums,2017,12.99,703460
"['Action', 'Indie', 'Racing', 'Sports']",Rocket League®  - The Fate of the Furious™ Ice Charger,2017,1.99,457192
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Vikings (Token Pack),2017,4.99,629880
"['Action', 'Adventure']",Tomb Raider,2013,19.99,203160
"['Simulation', 'Sports']",Football Manager Touch 2018,2017,29.99,624120
"['Casual', 'Indie']",Space Rocks,2017,2.99,748010
"['Casual', 'Indie']",Puzzle Station 15th Anniversary Retro Release,2000,3.99,366990
"['Action', 'Adventure', 'Casual', 'Indie']",Kuro survival,2017,0.99,632200
"['Adventure', 'Casual']",Season Match,2007,3.99,320630
"['Action', 'Indie', 'Simulation', 'Sports', 'Early Access']",SCORE,2016,4.99,438310
['Action'],Sacred Citadel,2013,9.99,207930
"['Action', 'Casual', 'Indie']",Pirate Jump 2,2017,1.99,690860
['Indie'],Beat Da Beat,2016,1.99,368570
"['Adventure', 'Indie', 'Simulation']","Don't Die Dateless, Dummy!",2016,2.99,455490
['Racing'],Toyota Challenge Pack 2,2016,Free,538360
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Tropical Islands (Map Pack),2016,7.99,561900
['Action'],HELLDIVERS™ - Terrain Specialist Pack,2015,2.99,396172
"['Indie', 'RPG', 'Simulation', 'Strategy']",Fear Equation,2016,14.99,428350
"['Action', 'Adventure', 'Indie']",Mr. Shifty OST,2017,4.99,615260
"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",For The King,2017,14.99,527230
['Action'],HELLDIVERS™,2015,19.99,394510
['Audio Production'],Liquid Rhythm GrooveMover,2014,6.99,268121
"['Action', 'Indie', 'Strategy']",Tower Wars,2012,7.99,214360
['Racing'],NASCAR Heat 2 - December Value Pack,2017,4.99,766101
['Action'],Section 8®: Prejudice™,2011,9.99,97100
['Adventure'],Syberia II,2004,12.99,46510
"['Action', 'Adventure', 'Indie']",White Day - Apple School Uniform - Ji-Hyeon Seol,2017,1.99,687060
['Strategy'],Hyperdevotion Noire: Ultimate Member “Sting”,2016,0.99,427008
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Delude - Succubus Prison,2017,1.99,674380
"['Casual', 'Simulation']",Rocksmith® 2014 – Styx - “Renegade”,2015,2.99,342752
"['Action', 'Adventure']",LARA CROFT AND THE TEMPLE OF OSIRIS™,2014,19.99,289690
"['Action', 'Indie']",Castle of no Escape 2 OST,2017,2.66,566790
"['Casual', 'Indie', 'Strategy']",Tenshu General,2015,5.99,363180
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Scotland,2016,3.99,553072
"['Action', 'Adventure']",Assassin's Creed® Revelations - Mediterranean Traveler Map Pack,2012,9.99,201881
"['Indie', 'RPG']",Dear RED - Extended,2016,2.99,453850
['Simulation'],Train Simulator: LNER Peppercorn Class A2 'Blue Peter' Loco Add-On,2015,19.99,277771
['Simulation'],FSX Steam Edition: Toposim Scandinavia Add-On,2016,12.99,536544
"['Indie', 'Strategy']",Unity of Command: Stalingrad Campaign,2012,19.99,218090
['Indie'],Gold key,2017,0.99,736510
['Action'],DW8XLCE - WALLPAPER PACK,2014,12.99,316821
['Adventure'],D/Generation HD,2015,12.99,389740
"['Action', 'Indie']",Highway to the Moon,2016,7.99,488330
"['Adventure', 'Indie', 'Strategy']",Beholder,2016,9.99,475550
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Zombie Town,2017,1.99,666600
"['Casual', 'Indie']",RePete,2015,1.99,448010
"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Roy Orbison Song Pack,2016,2.99,537267
"['Action', 'Adventure']",Survive,2017,1.99,659120
"['Casual', 'Simulation']",Rocksmith® 2014 – Yellowcard - “Ocean Avenue”,2015,2.99,342818
"['Adventure', 'Indie', 'RPG']",Affairs of the Court: Choice of Romance - Death to the Princess,2013,0.99,492392
"['Action', 'Indie']",Level 22: Gary’s Misadventure - 2016 Edition,2016,6.99,431290
"['Casual', 'Simulation']",Rocksmith® 2014 – Kiss - “I Was Made For Loving You”,2014,2.99,271423
['Strategy'],Magic: The Gathering - Duels of the Planeswalkers 2013,2012,9.99,97330
"['Indie', 'Strategy']",Raining Blobs - The Original Soundtrack,2017,2.99,593040
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - D&D Tokens Volume 2,2016,14.99,498900
['Action'],Dogfight 1942 Fire Over Africa,2012,2.99,217961
"['Action', 'Adventure', 'Indie']",Balthazar's Dream,2017,4.99,583890
"['Adventure', 'Casual', 'Indie']",Destination Primus Vita - Episode 1: Austin,2017,,680750
"['Indie', 'Simulation', 'Strategy']",Ashes of the Singularity: Escalation,2016,39.99,507490
['Simulation'],FSX: Steam Edition - Globe Swift GC1-A Add-On,2016,19.99,379543
['Racing'],Darlington Throwback Paint Scheme Pack 1,2016,9.99,525184
['Indie'],Achron Soundtrack,2011,4.99,109702
"['Action', 'Adventure']",Lara Croft and the Temple of Osiris - Hitman Pack,2015,1.99,318871
"['Adventure', 'Casual']",The Mystery of a Lost Planet,2015,4.99,400200
"['Action', 'Adventure', 'RPG']",CODE OF PRINCESS - Original Soundtrack,2016,9.99,471870
"['Adventure', 'Indie', 'RPG']",The Dwarf Run,2015,8.99,395420
"['Indie', 'Strategy']",Cubemen,2012,3.99,207250
"['Adventure', 'Casual', 'Indie']",Draw a Stickman: EPIC 2,2015,4.99,403180
"['Action', 'Adventure', 'Indie', 'Early Access']",Space Impossible,2016,9.99,416240
"['RPG', 'Strategy']",Lost Dimension: Additional Map/Quest Bundle,2017,4.99,650231
"['Action', 'Adventure', 'Strategy']",Shogo: Mobile Armor Division,1998,9.99,610860
['Indie'],Pulses - Crystal Journeys,2017,3.99,675830
"['Action', 'Adventure', 'Indie']",Amnesia: A Machine for Pigs,2013,19.99,239200
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mini-Dungeon Collection: Hobgoblin Lair (5E),2016,2.99,544900
"['Action', 'Adventure', 'Indie', 'RPG']",Wuppo - Original Soundtrack,2016,9.99,527020
['Action'],PAYDAY™ The Heist,2011,14.99,24240
"['Indie', 'RPG']",Fantasy Grounds - PFRPG Rite Publishing's Adventure Quarterly #5,2014,9.99,315630
['Indie'],Unlimited Escape,2015,4.99,322030
"['Free to Play', 'Racing', 'Simulation', 'Sports']",RaceRoom - DTM 1992 Car Pack,2015,7.99,336270
"['Indie', 'RPG', 'Strategy', 'Early Access']",Claustrophobia: The Downward Struggle,2014,4.99,269590
"['Indie', 'Sports', 'Early Access']",Dodgeball,2017,4.99,657560
"['Action', 'Strategy']",Games of Glory - “Superstar”,2015,,363781
"['Adventure', 'Indie', 'RPG']",SUPER ARMY OF TENTACLES 3: Summer Outfit Pack I: San Diego Comic-Con Exclusives 2017,2017,2.99,592811
"['Adventure', 'Casual']",Never Forget Me MP3+Wallpapers,2017,4.99,538750
"['Action', 'Indie']",Tower Offence!,2017,12.99,671880
['Adventure'],King's Quest: Season Pass,2015,24.99,385721
['Casual'],Paint it Back,2015,7.99,385250
"['Casual', 'Simulation']",Rocksmith - Vampire Weekend - Cousins,2012,2.99,206098
"['Adventure', 'Indie']",A-Men 2,2015,8.99,294190
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Ancient Dungeons: Jungle,2017,17.99,618682
['Simulation'],Train Simulator: Los Angeles Commuter Rail F59PH Loco Add-On,2014,12.99,277747
"['Casual', 'Simulation']",Rocksmith® 2014 – A Day To Remember - “The Downfall of Us All”,2014,2.99,271459
"['Adventure', 'Casual', 'Indie']",White Noise Online,2014,4.99,293860
['Indie'],LightWalk,2016,4.99,459580
"['Action', 'Indie', 'Racing']",Carmageddon TDR 2000,2000,4.99,331650
"['Adventure', 'Indie', 'Simulation']",Max's Big Bust - A Captain Nekorai Tale,2017,29.99,416360
"['Free to Play', 'Massively Multiplayer', 'RPG']",Ragnarok Online 2 - Elemento School Graduation Pack,2013,14.99,239370
"['Adventure', 'Indie']",Bizarre Earthquake,2016,1.99,448440
"['Casual', 'Simulation']",Rocksmith - Modest Mouse - Float On,2013,2.99,222110
"['Indie', 'RPG']",Dark and Bright,2017,7.99,652270
['Simulation'],FSX Steam Edition: Cessna 182 Skylane RG II Add-On,2017,19.99,500235
"['Adventure', 'Casual', 'Indie']",Tiny Knight,2016,8.99,445210
['Casual'],India Garden,2017,6.99,636020
"['Indie', 'Simulation', 'Strategy']",Ultimate General: Civil War,2017,29.99,502520
['Action'],DEAD OR ALIVE 5 Last Round: Core Fighters Character: Brad Wong,2016,3.99,531170
"['RPG', 'Strategy']",Might and Magic: Heroes VII – Trial by Fire,2016,29.99,445310
"['Casual', 'Indie']",ClockwiZZZe,2017,3.99,607230
['Adventure'],Gakuen Club,2017,29.99,505080
"['Action', 'Adventure', 'Indie']",Vapour Demo,2015,,378380
"['Adventure', 'Indie', 'RPG']",Vanilla Bagel: The Roguelike,2016,12.99,491510
"['Adventure', 'Indie']",Void & Meddler - Soundtrack Ep. 2,2016,8.99,556420
"['Action', 'Indie']",Asura: Vengeance Expansion,2017,9.99,524640
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Savage Worlds: Winter Eternal,2016,9.99,520390
"['Casual', 'Simulation']",Rocksmith® 2014 – Rage Against the Machine Song Pack II,2014,7.99,295068
"['Action', 'Free to Play']",Brick-Force,2012,Free to Play,335330
['Action'],USFIV: 2014 Challengers Vacation Pack,2014,3.99,308269
"['Indie', 'RPG']",Heroes Rise: HeroFall - Perfect Legend Guide,2014,0.99,313931
"['Adventure', 'Free to Play', 'Indie', 'RPG']",HIBIKAKEYIRONOKISEKI / 裂色的奇迹 / ひびかけ色のキセキ,2017,Free To Play,759970
"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",Conan Exiles,2017,29.99,440900
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Copper Dragons (Token Pack),2017,2.99,620880
"['Indie', 'RPG', 'Simulation', 'Strategy']",[City of God I:Prison Empire]-Original Sound Track,2017,1.99,596120
"['Adventure', 'Free to Play', 'Indie', 'RPG', 'Early Access']",Origin Of Destiny: Crimson Awakening,2016,Free to Play,448570
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Kiss - “Lick It Up”,2017,2.99,590242
"['Indie', 'RPG', 'Strategy']",Royal Offense,2017,2.99,615090
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Booker T. & the M.G.’s - “Green Onions”,2017,2.99,509696
"['Action', 'Casual', 'Indie']",Blast Lander,2017,0.99,719380
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Savage Worlds - Rippers Resurrected: Game Master's Handbook,2016,9.99,472670
"['Animation &amp; Modeling', 'Design &amp; Illustration']",Qubicle Voxelizer Module,2016,24.99,456110
"['Free to Play', 'Indie']",On Rusty Trails - The Digital Comic,2016,Free,485960
"['Action', 'Racing', 'Early Access']",JOLT: Super Robot Racer,2016,5.99,485790
"['Indie', 'Simulation']",Hartsfield–Jackson Atlanta  [KATL] airport for Tower!3D Pro,2017,19.99,641970
"['Action', 'Indie']",Sector 177,2017,2.99,741720
"['Action', 'Indie', 'Strategy']",X-Morph: Defense - Soundtrack,2017,4.99,706870
"['Action', 'Indie', 'Strategy']",Awesomenauts - Party Boy McPain Skin,2013,4.99,256502
['Strategy'],Panzer Corps,2011,19.99,268400
['Action'],Elite Warriors: Vietnam,2006,9.99,514140
"['Action', 'Indie', 'Simulation', 'Early Access']",Heavy Gear Assault,2017,39.99,416020
['Indie'],Ongaku Guy Fawkes Pack,2015,0.99,369910
"['Action', 'Adventure', 'Casual', 'Indie']",Scott in Space,2015,4.99,385980
['Indie'],InterSection,2016,8.99,416120
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",Call of War,2017,Free to Play,672680
"['Casual', 'Indie', 'Strategy']",Goblins Keep Coming - Tower Defense,2017,1.99,739850
"['Action', 'Casual', 'Indie', 'Strategy', 'Early Access']",Deadly Days,2017,4.99,740080
"['Adventure', 'Indie']",The Assembly - Wallpaper,2016,Free,560240
"['Action', 'Adventure', 'Indie']",Hero,2017,4.99,486020
"['Action', 'Casual', 'Indie']",Cubotrox,2016,5.99,526800
"['Action', 'Indie', 'Strategy']",GemCraft - Chasing Shadows,2015,9.99,296490
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – blink-182 - “Adam’s Song”,2017,2.99,509700
"['Action', 'Casual', 'Indie', 'Sports']",Technoball,2016,2.99,568150
"['Action', 'Indie', 'Early Access']",Mercfighter,2017,9.99,676540
['Indie'],9.03m,2013,0.99,263100
"['Adventure', 'Casual', 'Indie']",An Octonaut Odyssey,2017,4.99,566320
"['Action', 'Casual', 'Indie']",Bloody Mice,2017,0.99,676000
"['Adventure', 'Casual']",Sacred Almanac Traces of Greed,2016,4.99,544650
"['Adventure', 'Casual', 'Indie']",Shelter 2,2015,14.99,275100
"['Casual', 'Indie']",Fjong,2017,1.99,694980
['Casual'],Aztec Venture,2017,6.99,632830
['RPG'],Atelier Firis - Costume: Brave Archer / リアーネ衣装『ブレイブアーチャー』,2017,1.99,620321
"['Adventure', 'Indie', 'RPG']",The Quest - Islands of Ice and Fire,2016,6.99,459750
"['Casual', 'Indie', 'Strategy']",MANIC MINERS,2016,2.99,511070
"['Action', 'Adventure', 'Indie', 'Early Access']",Collision Course,2017,9.99,555400
"['Adventure', 'Casual', 'Indie', 'RPG']",Army of Tentacles: (Not) A Cthulhu Dating Sim,2016,4.99,427930
"['Action', 'Adventure', 'Free to Play', 'Simulation', 'Sports']",theHunter: Extra Equipment,2017,Free,584970
"['Action', 'Adventure']",Sleeping Dogs: Screen Legends Pack,2012,1.99,215248
['Strategy'],STAR WARS™ Empire at War - Gold Pack,2006,19.99,32470
['Racing'],NASCAR Heat 2 - November Value Pack,2017,4.99,747720
['Action'],The Bureau: XCOM Declassified,2013,19.99,65930
"['Action', 'Adventure', 'RPG']",Vickinachi,2017,4.99,652550
"['Action', 'Indie']",The Escapist,2014,4.99,315480
['Action'],Tom Clancy's Rainbow Six® Siege - Emerald Weapon Skin,2016,2.99,417463
['Strategy'],Ishin no Arashi / 維新の嵐,2017,12.99,545010
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - SAKAN,2017,14.99,608680
"['Action', 'Adventure', 'Indie', 'RPG']",Lost Castle: Official Soundtrack,2016,1.99,522620
"['Casual', 'Simulation']",Rocksmith® 2014 – Sepultura - “Refuse/Resist”,2016,2.99,492974
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Dungeons & Dragons Online: Shadowfell Conspiracy,2013,29.99,213198
"['Action', 'Adventure', 'Indie']",Funtoon's World,2015,5.99,681090
['RPG'],Fallout 2: A Post Nuclear Role Playing Game,1998,9.99,38410
"['Action', 'Adventure']",LEGO Jurassic World: Jurassic World DLC Pack,2015,1.99,367870
"['Action', 'Simulation']",X Rebirth: The Teladi Outpost,2014,9.99,325580
"['Action', 'Adventure', 'Indie', 'Simulation']",Bystander,2017,6.99,674860
['Action'],DW8E: Old Costume Pack 2,2015,2.99,349933
"['Action', 'Indie', 'Strategy']",Natural Selection 2 - Nocturne Pack,2017,4.99,740660
"['Action', 'Indie']",Lightrise™,2015,0.99,382250
"['Action', 'Strategy']",Excubitor,2016,14.99,357030
"['Casual', 'Indie']",Elbub,2017,1.99,757860
"['Simulation', 'Strategy']",Tropico 4: Junta Military DLC,2011,2.99,57696
"['Action', 'Adventure', 'Indie']",The Initiate,2017,14.99,659480
"['Adventure', 'Indie']",Oknytt,2013,4.99,286320
"['Design &amp; Illustration', 'Photo Editing']",openCanvas 6,2014,49.99,301610
"['Adventure', 'Casual']",Dark Canvas: Blood and Stone Collector's Edition,2017,12.99,723910
['Strategy'],"Duels 2013 ""Collective Might"" Foil Conversion",2012,0.99,97389
['Action'],Call of Duty®: Black Ops II - Octane Personalization Pack,2014,1.99,274122
"['Simulation', 'Sports', 'Strategy']",Club Manager 2016,2015,19.99,407190
"['Massively Multiplayer', 'RPG']",The Art of XAOC,2017,2.99,704160
['Simulation'],FSX: Steam Edition - REX 4 Texture Direct Enhanced Edition Add-On,2015,24.99,379542
['Indie'],The Last Birdling - Digital soundtrack,2017,2.99,633331
['Strategy'],Magic 2013 “Crosswinds” Deck Key,2012,0.99,97378
"['Indie', 'Strategy']",UFHO2,2014,Free To Play,348840
['Indie'],Delirium,2017,4.99,686910
"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",Tyran,2017,5.99,426210
"['Casual', 'RPG']",VR GirlFriend,2016,9.99,563760
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Epic Quest of the 4 Crystals,2015,9.99,392940
"['Action', 'Casual', 'Free to Play', 'Strategy']",CroNix - Bronze starter Pack,2015,9.99,346540
['Adventure'],Princess Isabella - Return of the Curse,2014,4.99,292670
['RPG'],The Legend of Heroes: Trails of Cold Steel - Crow's Casuals,2017,1.99,605328
"['Casual', 'Indie', 'Sports']",Mind Spheres (Soundtrack),2016,0.99,499360
"['Action', 'Indie']",Thundering Skies,2015,0.99,725660
"['Action', 'Adventure', 'Casual', 'Indie']",Rabi-Ribi - Is the order a DLC?,2017,7.99,532021
"['Design &amp; Illustration', 'Photo Editing']",openCanvas 7,2017,59.99,398810
"['Action', 'Adventure', 'Indie']",Cast of the Seven Godsends - Redux,2015,6.99,373360
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Christmas,2016,7.99,565322
['Strategy'],Agent Awesome,2015,9.99,345220
